"FABLE_Exporter","FABLE_Importer","Year","FABLE_Item","Q_ij","net_trade_ij"
"CAN","CHN",2005,"Cocoa",0.0376518,-0.1072646
"CAN","CHN",2005,"Coffee",0.0079511,-0.0196353
"CAN","CHN",2005,"Corn",0,-0.5818713
"CAN","CHN",2005,"Rice",0.0300373,-1.0159501
"CAN","CHN",2005,"Soyabean",8.837361,3.7053969
"CAN","CHN",2005,"Wheat",1276.745427,1276.1568437
"CAN","CHN",2010,"Cocoa",0.1386445,-0.3410351
"CAN","CHN",2010,"Coffee",0,-0.164866
"CAN","CHN",2010,"Corn",0.0636126,-0.2734227
"CAN","CHN",2010,"Rice",0,-0.8961292
"CAN","CHN",2010,"Soyabean",204.445862,201.2058426
"CAN","CHN",2010,"Wheat",283.3502387,282.1906309
"CAN","CHN",2015,"Cocoa",0.289553,-0.449369
"CAN","CHN",2015,"Coffee",0.0133036,-0.1010489
"CAN","CHN",2015,"Corn",0.0003502,-0.0918491
"CAN","CHN",2015,"Rice",0.2999686,-0.9440578
"CAN","CHN",2015,"Soyabean",326.5424686,323.1876191
"CAN","CHN",2015,"Wheat",1004.6721226,1001.2108165
"CAN","CHN",2020,"Cocoa",0.4404615,-0.2627429
"CAN","CHN",2020,"Coffee",0.01062735,-0.10372515
"CAN","CHN",2020,"Corn",0.205123,-0.863204
"CAN","CHN",2020,"Palm_oil",0,-0.1639756
"CAN","CHN",2020,"Rice",0,-1.7073719
"CAN","CHN",2020,"Soyabean",448.6390752,442.4153138
"CAN","CHN",2020,"Wheat",1004.6721226,1002.3944863
"CAN","COL",2000,"Cocoa",0,-0.0020769
"CAN","COL",2000,"Coffee",0.0423956,-24.1466116
"CAN","COL",2000,"Corn",0.210469,0.2055224
"CAN","COL",2000,"Wheat",55.6134469,55.6134469
"CAN","COL",2005,"Cocoa",0.0030036,-0.0065661
"CAN","COL",2005,"Coffee",0,-37.0351942
"CAN","COL",2005,"Corn",0.0662015,0.032576
"CAN","COL",2005,"Palm_oil",0,-0.0011337
"CAN","COL",2005,"Soyabean",0.0176258,0.0176258
"CAN","COL",2005,"Wheat",289.4073356,289.4073356
"CAN","COL",2010,"Cocoa",0.0553891,0.00221084999999999
"CAN","COL",2010,"Coffee",0,-32.1230185
"CAN","COL",2010,"Corn",0,-0.1846503
"CAN","COL",2010,"Palm_oil",0,-0.035143
"CAN","COL",2010,"Wheat",485.0572391,485.0240014
"CAN","COL",2015,"Cocoa",0.0701537,-0.0266331
"CAN","COL",2015,"Coffee",0,-46.4647289
"CAN","COL",2015,"Corn",0,-0.264532
"CAN","COL",2015,"Palm_oil",0,-0.6144893
"CAN","COL",2015,"Wheat",938.148056,938.0993197
"CAN","COL",2020,"Cocoa",0.0849183,-0.0606875
"CAN","COL",2020,"Coffee",0.042454,-51.4624624
"CAN","COL",2020,"Corn",0.0010363,-0.0908652
"CAN","COL",2020,"Palm_oil",0,-0.32481615
"CAN","COL",2020,"Soyabean",0.0386967,0.0386967
"CAN","COL",2020,"Wheat",1290.7943542,1290.6902002
"CAN","DEU",2000,"Cocoa",0.3705532,-3.4985278
"CAN","DEU",2000,"Coffee",0.056717,-0.8186568
"CAN","DEU",2000,"Corn",0.2395955,0.1356337
"CAN","DEU",2000,"Rice",0.0184708,0.0184708
"CAN","DEU",2000,"Soyabean",8.041168,8.041168
"CAN","DEU",2000,"Wheat",0.4699003,-0.00317539999999999
"CAN","DEU",2005,"Cocoa",1.0276571,-4.0371701
"CAN","DEU",2005,"Coffee",0.0576788,-1.0813784
"CAN","DEU",2005,"Corn",0.018511,-0.0272365
"CAN","DEU",2005,"Rice",0.0208197,-0.023063
"CAN","DEU",2005,"Soyabean",3.124422,3.124422
"CAN","DEU",2005,"Wheat",25.6210018,25.1221477
"CAN","DEU",2010,"Cocoa",0.8807659,-7.1753712
"CAN","DEU",2010,"Coffee",0.0352893,-1.2051319
"CAN","DEU",2010,"Corn",0,-0.0185946
"CAN","DEU",2010,"Rice",0.0015776,-0.0422909
"CAN","DEU",2010,"Soyabean",164.989226,164.9699309
"CAN","DEU",2010,"Wheat",128.5371651,126.4332961
"CAN","DEU",2015,"Cocoa",0.2192653,-9.3741518
"CAN","DEU",2015,"Coffee",0.015802,-1.6509569
"CAN","DEU",2015,"Corn",0,-0.1086912
"CAN","DEU",2015,"Rice",0.01964525,-0.03223135
"CAN","DEU",2015,"Soyabean",85.964839,85.964839
"CAN","DEU",2015,"Wheat",53.7090283,51.6772057
"CAN","DEU",2020,"Cocoa",0,-14.2734619
"CAN","DEU",2020,"Coffee",0.0825414,-1.3063136
"CAN","DEU",2020,"Corn",0,-0.0167844
"CAN","DEU",2020,"Rice",0,-0.0438969
"CAN","DEU",2020,"Soyabean",64.244242,64.244242
"CAN","DEU",2020,"Wheat",110.1543475,108.9827685
"CAN","DNK",2000,"Cocoa",0,-0.3919729
"CAN","DNK",2000,"Coffee",0,-0.0018244
"CAN","DNK",2000,"Soyabean",81.086736,81.086736
"CAN","DNK",2000,"Wheat",0.0117766,-1.8109895
"CAN","DNK",2005,"Cocoa",0,-0.7057229
"CAN","DNK",2005,"Coffee",0,-0.0075279
"CAN","DNK",2005,"Corn",0.0120585,0.0120585
"CAN","DNK",2005,"Wheat",0.0265505,-0.9883338
"CAN","DNK",2010,"Cocoa",0.0013031,-1.1093496
"CAN","DNK",2010,"Corn",0.1013057,0.1013057
"CAN","DNK",2010,"Soyabean",73.570536,73.570536
"CAN","DNK",2010,"Wheat",0.014519,-0.8251613
"CAN","DNK",2015,"Soyabean",0.032896,0.032896
"CAN","DNK",2015,"Wheat",0.0378424,-0.4131887
"CAN","DNK",2020,"Cocoa",0,-0.047269
"CAN","DNK",2020,"Coffee",0,-0.0042769
"CAN","DNK",2020,"Corn",0.0038755,0.0038755
"CAN","DNK",2020,"Wheat",0.0265505,-0.4299604
"CAN","ETH",2000,"Coffee",0,-1.2787133
"CAN","ETH",2000,"Wheat",8.1888875,8.1888875
"CAN","ETH",2005,"Coffee",0,-1.336052
"CAN","ETH",2005,"Wheat",95.0531056,95.0531056
"CAN","ETH",2010,"Coffee",0,-1.2787133
"CAN","ETH",2015,"Coffee",0,-1.198224
"CAN","ETH",2015,"Soyabean",0,-0.910619
"CAN","ETH",2020,"Coffee",0,-1.2787133
"CAN","ETH",2020,"Soyabean",0,-1.793163
"CAN","ETH",2020,"Wheat",6.200012,6.200012
"CAN","FIN",2000,"Cocoa",0.0015991,-0.9599339
"CAN","FIN",2000,"Coffee",0.6120516,0.5538015
"CAN","FIN",2000,"Corn",0.0046473,0.0046473
"CAN","FIN",2000,"Rice",0.0015779,0.0015779
"CAN","FIN",2000,"Soyabean",0.007078,0.007078
"CAN","FIN",2000,"Wheat",5.204135,5.1612828
"CAN","FIN",2005,"Cocoa",0.0047302,-1.1539941
"CAN","FIN",2005,"Coffee",0,-0.009142
"CAN","FIN",2005,"Rice",0.0018247,0.0018247
"CAN","FIN",2005,"Soyabean",3.906551,3.906551
"CAN","FIN",2005,"Wheat",2.0487157,1.9798746
"CAN","FIN",2010,"Cocoa",0,-0.0085325
"CAN","FIN",2010,"Coffee",0,-0.0075681
"CAN","FIN",2010,"Soyabean",7.806024,7.806024
"CAN","FIN",2010,"Wheat",3.5982553,3.4974795
"CAN","FIN",2015,"Cocoa",0.0177975,0.0112245
"CAN","FIN",2015,"Soyabean",0.0203449,0.0203449
"CAN","FIN",2015,"Wheat",3.999998,3.915089
"CAN","FIN",2020,"Cocoa",0.0004921,-0.0126612
"CAN","FIN",2020,"Soyabean",1.479656,1.479656
"CAN","FIN",2020,"Wheat",0.0075287,0.0075287
"CAN","GBR",2000,"Cocoa",0.4204875,-7.5160573
"CAN","GBR",2000,"Coffee",0.2713503,0.0484501
"CAN","GBR",2000,"Corn",0.1218136,0.0470133
"CAN","GBR",2000,"Palm_oil",0,-0.0051998
"CAN","GBR",2000,"Rice",0.1917265,-1.6177287
"CAN","GBR",2000,"Soyabean",102.161675,102.161675
"CAN","GBR",2000,"Wheat",334.5456043,332.8812084
"CAN","GBR",2005,"Cocoa",0.1988843,-6.8319439
"CAN","GBR",2005,"Coffee",0.0548393,0.0548393
"CAN","GBR",2005,"Corn",0.0382184,0.0382184
"CAN","GBR",2005,"Rice",0.1217934,-0.8622773
"CAN","GBR",2005,"Soyabean",42.332376,42.3141114
"CAN","GBR",2005,"Wheat",379.9679996,378.38027
"CAN","GBR",2010,"Cocoa",0.3125011,-7.4940742
"CAN","GBR",2010,"Coffee",0.0375622,-0.4273744
"CAN","GBR",2010,"Corn",0.1566687,0.1566687
"CAN","GBR",2010,"Rice",0.3089661,0.2705915
"CAN","GBR",2010,"Soyabean",79.499072,78.909594
"CAN","GBR",2010,"Wheat",334.5456043,332.8800956
"CAN","GBR",2015,"Cocoa",0.2094091,-7.8571052
"CAN","GBR",2015,"Coffee",0.1900654,-0.0838834
"CAN","GBR",2015,"Corn",47.674936,47.6289033
"CAN","GBR",2015,"Rice",0,-0.0867104
"CAN","GBR",2015,"Soyabean",34.251523,34.251523
"CAN","GBR",2015,"Wheat",296.5099008,293.8588085
"CAN","GBR",2020,"Cocoa",0.2609551,-9.7576193
"CAN","GBR",2020,"Coffee",0.1950862,-0.1743565
"CAN","GBR",2020,"Corn",0.1566687,0.1007849
"CAN","GBR",2020,"Rice",0.5469228,0.4118766
"CAN","GBR",2020,"Soyabean",174.787433,174.787433
"CAN","GBR",2020,"Wheat",487.3545765,484.8926629
"CAN","GRC",2000,"Cocoa",0.0254213,-0.0078374
"CAN","GRC",2000,"Coffee",0.0148897,-0.004859
"CAN","GRC",2000,"Corn",0.11403,0.112271
"CAN","GRC",2000,"Soyabean",0.001421,0.001421
"CAN","GRC",2000,"Wheat",6.374748,6.234882
"CAN","GRC",2005,"Cocoa",0.0290731,-0.0099964
"CAN","GRC",2005,"Coffee",0.0229478,0.0115229
"CAN","GRC",2005,"Soyabean",11.99804,11.99804
"CAN","GRC",2005,"Wheat",8.2003817,8.0367769
"CAN","GRC",2010,"Cocoa",0,-0.03998385
"CAN","GRC",2010,"Coffee",0.0055618,0.0055618
"CAN","GRC",2010,"Rice",0,-0.0017642
"CAN","GRC",2010,"Wheat",10.0260154,9.7710733
"CAN","GRC",2015,"Cocoa",0,-0.0408982
"CAN","GRC",2015,"Corn",0,-0.4035519
"CAN","GRC",2015,"Rice",0,-0.0037821
"CAN","GRC",2015,"Soyabean",28.408285,28.408285
"CAN","GRC",2015,"Wheat",0.594567,0.0140893
"CAN","GRC",2020,"Cocoa",0,-0.0504111
"CAN","GRC",2020,"Coffee",0,-0.0230439
"CAN","GRC",2020,"Soyabean",18.583832,18.583832
"CAN","GRC",2020,"Wheat",0.465498,-0.5908335
"CAN","IDN",2000,"Cocoa",0.02678,-3.1439599
"CAN","IDN",2000,"Coffee",0.008489,-2.1415918
"CAN","IDN",2000,"Palm_oil",0,-0.892005
"CAN","IDN",2000,"Rice",0.041406,0.041406
"CAN","IDN",2000,"Soyabean",17.974453,17.9291287
"CAN","IDN",2000,"Wheat",29.0561944,29.012819
"CAN","IDN",2005,"Cocoa",0,-4.4867962
"CAN","IDN",2005,"Coffee",0,-1.8932012
"CAN","IDN",2005,"Corn",0.034867,0.034867
"CAN","IDN",2005,"Palm_oil",0,-0.075795
"CAN","IDN",2005,"Rice",1.1542597,1.1542597
"CAN","IDN",2005,"Soyabean",42.312949,42.312949
"CAN","IDN",2005,"Wheat",799.1850421,799.1190454
"CAN","IDN",2010,"Cocoa",0,-3.1707399
"CAN","IDN",2010,"Coffee",0.0124384,-2.5793234
"CAN","IDN",2010,"Palm_oil",0,-0.821804
"CAN","IDN",2010,"Rice",0,-0.1239985
"CAN","IDN",2010,"Soyabean",7.309405,7.200729
"CAN","IDN",2010,"Wheat",714.5801685,714.406522
"CAN","IDN",2015,"Cocoa",0.0119264,-2.4562918
"CAN","IDN",2015,"Coffee",0,-4.607903
"CAN","IDN",2015,"Palm_oil",0,-7.245661
"CAN","IDN",2015,"Rice",0,-0.1567073
"CAN","IDN",2015,"Soyabean",43.077068,43.0052407
"CAN","IDN",2015,"Wheat",1753.2822321,1753.0702268
"CAN","IDN",2020,"Cocoa",0,-1.2438747
"CAN","IDN",2020,"Coffee",0,-3.3991609
"CAN","IDN",2020,"Palm_oil",0,-0.8569045
"CAN","IDN",2020,"Rice",0,-0.0123654
"CAN","IDN",2020,"Soyabean",42.312949,42.1390501
"CAN","IDN",2020,"Wheat",2264.6327198,2264.3593344
"CAN","IND",2000,"Cocoa",0,-0.0155448
"CAN","IND",2000,"Coffee",0,-0.9455594
"CAN","IND",2000,"Corn",0,-0.0894975
"CAN","IND",2000,"Rice",0,-9.0762611
"CAN","IND",2000,"Soyabean",0.075409,0.042008
"CAN","IND",2000,"Wheat",0,-0.1615604
"CAN","IND",2005,"Cocoa",0.0011482,-0.0321046
"CAN","IND",2005,"Coffee",0,-0.9678489
"CAN","IND",2005,"Rice",0,-22.2913341
"CAN","IND",2005,"Soyabean",0.61224,0.3811444
"CAN","IND",2005,"Wheat",0.0225167,-0.4791734
"CAN","IND",2010,"Cocoa",0.011754,-0.0011865
"CAN","IND",2010,"Coffee",0,-0.9759388
"CAN","IND",2010,"Corn",0,-0.0239611
"CAN","IND",2010,"Rice",0.0885448,-29.4796531
"CAN","IND",2010,"Soyabean",0,-7.7198844
"CAN","IND",2010,"Wheat",0.0089843,-0.4248973
"CAN","IND",2015,"Cocoa",0.0223598,0.0223598
"CAN","IND",2015,"Coffee",0,-1.0025761
"CAN","IND",2015,"Corn",0.3772975,0.32443825
"CAN","IND",2015,"Palm_oil",0,-0.0022658
"CAN","IND",2015,"Rice",0.0530776,-60.2276448
"CAN","IND",2015,"Soyabean",0,-51.3797671
"CAN","IND",2015,"Wheat",0.5348719,-2.8673106
"CAN","IND",2020,"Cocoa",0.0132759,-0.0435677
"CAN","IND",2020,"Coffee",0.0198929,-0.95200095
"CAN","IND",2020,"Corn",0,-0.0817574
"CAN","IND",2020,"Rice",0.9292657,-28.6389322
"CAN","IND",2020,"Soyabean",0,-22.3415679
"CAN","IND",2020,"Wheat",1.300864,0.7991739
"CAN","IRL",2000,"Cocoa",1.79e-05,-19.6203102
"CAN","IRL",2000,"Coffee",0.0098404,0.002929
"CAN","IRL",2000,"Corn",0.0230287,0.0230287
"CAN","IRL",2000,"Soyabean",6.54398,6.54398
"CAN","IRL",2000,"Wheat",0.1131094,0.0796512
"CAN","IRL",2005,"Cocoa",0.0501047,-15.2732203
"CAN","IRL",2005,"Coffee",0.0311939,0.0311939
"CAN","IRL",2005,"Soyabean",0.025429,0.025429
"CAN","IRL",2005,"Wheat",0.09572605,0.09484935
"CAN","IRL",2010,"Cocoa",0.0247697,-7.0933726
"CAN","IRL",2010,"Coffee",0.0577442,0.0577442
"CAN","IRL",2010,"Corn",0.0013161,0.0013161
"CAN","IRL",2010,"Soyabean",0.5619844,0.5619844
"CAN","IRL",2010,"Wheat",0.0783427,0.0560928
"CAN","IRL",2015,"Cocoa",0.0721102,-2.826782
"CAN","IRL",2015,"Coffee",0.0913572,0.0913572
"CAN","IRL",2015,"Corn",80.791074,80.791074
"CAN","IRL",2015,"Soyabean",20.445662,20.445662
"CAN","IRL",2015,"Wheat",0.0240848,0.0240848
"CAN","IRL",2020,"Cocoa",0.0267456,-3.5353538
"CAN","IRL",2020,"Corn",325.5377958,325.5377958
"CAN","IRL",2020,"Soyabean",10.986501,10.986501
"CAN","IRL",2020,"Wheat",0.0270004,0.0270004
"CAN","MEX",2000,"Cocoa",1.016856,-0.0176434999999999
"CAN","MEX",2000,"Coffee",2.62847,-1.0695612
"CAN","MEX",2000,"Corn",0.0544094,-0.00114480000000001
"CAN","MEX",2000,"Rice",0,-0.0038955
"CAN","MEX",2000,"Soyabean",0.000946,0.000946
"CAN","MEX",2000,"Wheat",800.5010888,799.8908031
"CAN","MEX",2005,"Cocoa",6.7103425,5.0692623
"CAN","MEX",2005,"Coffee",4.8227504,2.0550882
"CAN","MEX",2005,"Corn",0,-0.0194959
"CAN","MEX",2005,"Rice",0,-0.0019224
"CAN","MEX",2005,"Soyabean",26.1425624,26.1425624
"CAN","MEX",2005,"Wheat",592.985246,592.9483923
"CAN","MEX",2010,"Cocoa",12.1182921,4.4822158
"CAN","MEX",2010,"Coffee",0,-2.8759847
"CAN","MEX",2010,"Corn",0.0757009,0.0602151
"CAN","MEX",2010,"Rice",0,-0.0135334
"CAN","MEX",2010,"Soyabean",0.0045899,0.0045899
"CAN","MEX",2010,"Wheat",868.6506921,862.9341436
"CAN","MEX",2015,"Cocoa",21.2748993,4.846748
"CAN","MEX",2015,"Coffee",0,-2.0532541
"CAN","MEX",2015,"Corn",0.124545,0.0470897
"CAN","MEX",2015,"Wheat",889.0934908,880.8570664
"CAN","MEX",2020,"Cocoa",23.738373,10.0206668
"CAN","MEX",2020,"Coffee",0.0067158,-4.5992907
"CAN","MEX",2020,"Corn",0,-0.03752505
"CAN","MEX",2020,"Rice",0,-0.0251444
"CAN","MEX",2020,"Soyabean",0,-0.0014403
"CAN","MEX",2020,"Wheat",732.3514855,724.202595
"CAN","NOR",2000,"Cocoa",0.0263585,0.0237584
"CAN","NOR",2000,"Corn",0,-0.0073487
"CAN","NOR",2000,"Rice",0.0019078,0.0019078
"CAN","NOR",2000,"Wheat",0.3715244,0.3461019
"CAN","NOR",2005,"Cocoa",0.0157212,0.0157212
"CAN","NOR",2005,"Coffee",0.056925,0.056925
"CAN","NOR",2005,"Corn",0,-0.1949312
"CAN","NOR",2005,"Rice",0.0010534,0.0010534
"CAN","NOR",2005,"Wheat",2.3983929,2.3574533
"CAN","NOR",2010,"Cocoa",0.0773282,0.0773282
"CAN","NOR",2010,"Corn",0.0172126,0.0172126
"CAN","NOR",2010,"Soyabean",55.002548,55.002548
"CAN","NOR",2010,"Wheat",2.1270239,2.1127913
"CAN","NOR",2015,"Cocoa",0.110701,0.110701
"CAN","NOR",2015,"Corn",0,-0.0081288
"CAN","NOR",2015,"Soyabean",104.129394,104.129394
"CAN","NOR",2015,"Wheat",0.3260199,0.3212977
"CAN","NOR",2020,"Cocoa",0.0393416,-0.000533800000000001
"CAN","NOR",2020,"Soyabean",83.166234,83.166234
"CAN","NOR",2020,"Wheat",0.1064877,0.0844202
"CAN","NPL",2000,"Cocoa",0.0012998,0.0012998
"CAN","NPL",2000,"Coffee",0.0038792,0.0038792
"CAN","NPL",2010,"Wheat",0,-0.0054061
"CAN","NPL",2015,"Coffee",0,-0.0006582
"CAN","NPL",2015,"Wheat",0,-0.0012938
"CAN","NPL",2020,"Soyabean",12.276528,12.276528
"CAN","NPL",2020,"Wheat",1.184316,1.184316
"CAN","RUS",2000,"Cocoa",0.1751994,0.1547419
"CAN","RUS",2000,"Coffee",0.1493754,0.1493754
"CAN","RUS",2000,"Corn",0.0001713,0.0001713
"CAN","RUS",2000,"Rice",5.83e-05,5.83e-05
"CAN","RUS",2000,"Soyabean",0.058328,0.058328
"CAN","RUS",2000,"Wheat",0.0108449,0.0037757
"CAN","RUS",2005,"Cocoa",0.036691,-0.127613
"CAN","RUS",2005,"Coffee",0.0999725,0.0999725
"CAN","RUS",2005,"Corn",0.274434,0.274434
"CAN","RUS",2005,"Soyabean",4.24577,4.24577
"CAN","RUS",2005,"Wheat",0.0188903,-0.0033586
"CAN","RUS",2010,"Cocoa",0.0038616,-0.2254682
"CAN","RUS",2010,"Coffee",0.1509255,0.149645
"CAN","RUS",2010,"Rice",0,-0.0027093
"CAN","RUS",2010,"Soyabean",2.6135075,2.6135075
"CAN","RUS",2010,"Wheat",0,-0.046203
"CAN","RUS",2015,"Cocoa",0,-0.2719327
"CAN","RUS",2015,"Corn",0.207944,-5.9242051
"CAN","RUS",2015,"Rice",0,-0.0345164
"CAN","RUS",2015,"Soyabean",0.981245,0.981245
"CAN","RUS",2015,"Wheat",0.0606895,0.0129305
"CAN","RUS",2020,"Cocoa",0,-0.3303836
"CAN","RUS",2020,"Rice",0,-0.0413668
"CAN","RUS",2020,"Soyabean",0.578301,0.578301
"CAN","RUS",2020,"Wheat",0,-0.049315
"CAN","RWA",2005,"Coffee",0,-0.1035535
"CAN","RWA",2010,"Coffee",0,-0.0392054
"CAN","RWA",2010,"Wheat",7.01931,7.01931
"CAN","RWA",2015,"Wheat",6.681215,6.681215
"CAN","RWA",2020,"Coffee",0,-0.3060436
"CAN","RWA",2020,"Wheat",1.006605,1.006605
"CAN","R_ASP",2000,"Cocoa",0.877902,-0.33055905
"CAN","R_ASP",2000,"Coffee",0.8888383,-8.1922015
"CAN","R_ASP",2000,"Corn",3.0525781,2.9570006
"CAN","R_ASP",2000,"Palm_oil",3.002,1.6755188
"CAN","R_ASP",2000,"Rice",0.025267,-73.2329524
"CAN","R_ASP",2000,"Soyabean",300.7020713,300.1329024
"CAN","R_ASP",2000,"Wheat",1545.1702196,1541.4468684
"CAN","R_ASP",2005,"Cocoa",0.8129664,-1.2005667
"CAN","R_ASP",2005,"Coffee",0.98643745,-7.82025775
"CAN","R_ASP",2005,"Corn",0.237315,0.0236685
"CAN","R_ASP",2005,"Palm_oil",0,-4.9568281
"CAN","R_ASP",2005,"Rice",1.4580521,-92.58218125
"CAN","R_ASP",2005,"Soyabean",383.249748,382.1568859
"CAN","R_ASP",2005,"Wheat",3100.54955565,3095.37080505
"CAN","R_ASP",2010,"Cocoa",1.0180324,-1.23871985
"CAN","R_ASP",2010,"Coffee",0.1648862,-4.6368728
"CAN","R_ASP",2010,"Corn",0.1857578,0.0512506
"CAN","R_ASP",2010,"Palm_oil",0,-17.1270482
"CAN","R_ASP",2010,"Rice",0.2975511,-129.3183699
"CAN","R_ASP",2010,"Soyabean",539.322864,537.7810204
"CAN","R_ASP",2010,"Wheat",3853.9179798,3845.8648184
"CAN","R_ASP",2015,"Cocoa",1.96287485,0.73739825
"CAN","R_ASP",2015,"Coffee",0.4324555,-6.3770302
"CAN","R_ASP",2015,"Corn",0.1304087,-0.05936775
"CAN","R_ASP",2015,"Palm_oil",0,-21.7853076
"CAN","R_ASP",2015,"Rice",1.7969165,-130.0715589
"CAN","R_ASP",2015,"Soyabean",872.2770495,870.4501157
"CAN","R_ASP",2015,"Wheat",4140.5385932,4132.285133
"CAN","R_ASP",2020,"Cocoa",1.5369387,-0.354303
"CAN","R_ASP",2020,"Coffee",0.6527385,-7.2062199
"CAN","R_ASP",2020,"Corn",13.8724621,13.65303655
"CAN","R_ASP",2020,"Palm_oil",0,-21.6718366
"CAN","R_ASP",2020,"Rice",0.4238395,-169.7223568
"CAN","R_ASP",2020,"Soyabean",891.165454,889.5366159
"CAN","R_ASP",2020,"Wheat",4430.6786604,4421.7732517
"CAN","R_CSA",2000,"Cocoa",0.2206141,-1.9392895
"CAN","R_CSA",2000,"Coffee",1.4517533,-22.71821615
"CAN","R_CSA",2000,"Corn",55.6640403,55.2629856
"CAN","R_CSA",2000,"Rice",0.0841347,-0.8163395
"CAN","R_CSA",2000,"Soyabean",3.1645489,3.1601889
"CAN","R_CSA",2000,"Wheat",564.61756065,564.46428975
"CAN","R_CSA",2005,"Cocoa",0.32691295,-2.90845575
"CAN","R_CSA",2005,"Coffee",0.6651595,-32.679655
"CAN","R_CSA",2005,"Corn",1.0031863,0.4552482
"CAN","R_CSA",2005,"Palm_oil",0.10413,0.10413
"CAN","R_CSA",2005,"Rice",0.2261046,0.1878808
"CAN","R_CSA",2005,"Soyabean",0.90546355,0.90546355
"CAN","R_CSA",2005,"Wheat",1398.3065496,1396.7187554
"CAN","R_CSA",2010,"Cocoa",0.826173,-0.95191545
"CAN","R_CSA",2010,"Coffee",0.0034642,-39.7679285
"CAN","R_CSA",2010,"Corn",0.1521391,-0.7951866
"CAN","R_CSA",2010,"Rice",0.3776947,-1.0538457
"CAN","R_CSA",2010,"Soyabean",51.1334325,50.5494655
"CAN","R_CSA",2010,"Wheat",2078.2913372,2077.7344016
"CAN","R_CSA",2015,"Cocoa",0.9740648,-16.8354396
"CAN","R_CSA",2015,"Coffee",0.0036006,-44.8148395
"CAN","R_CSA",2015,"Corn",0.0501962,-0.1778331
"CAN","R_CSA",2015,"Palm_oil",0,-0.2147607
"CAN","R_CSA",2015,"Rice",0.1149718,-7.836665
"CAN","R_CSA",2015,"Soyabean",4.43470035,4.20273635
"CAN","R_CSA",2015,"Wheat",3130.3110317,3129.0005089
"CAN","R_CSA",2020,"Cocoa",2.1123707,-6.66133675
"CAN","R_CSA",2020,"Coffee",0.0063184,-44.528132
"CAN","R_CSA",2020,"Corn",0.0819672,-0.01084855
"CAN","R_CSA",2020,"Palm_oil",0,-0.8005916
"CAN","R_CSA",2020,"Rice",0.1783732,-0.65452875
"CAN","R_CSA",2020,"Soyabean",13.3910625,13.3910625
"CAN","R_CSA",2020,"Wheat",3203.3708653,3201.7149651
"CAN","R_NEU",2000,"Cocoa",0,-2.2594398
"CAN","R_NEU",2000,"Coffee",0.0120146,-0.9556358
"CAN","R_NEU",2000,"Corn",3.0378575,3.0317005
"CAN","R_NEU",2000,"Rice",0.032812,0.032812
"CAN","R_NEU",2000,"Soyabean",1.227648,1.227648
"CAN","R_NEU",2000,"Wheat",26.7283756,26.6642126
"CAN","R_NEU",2005,"Cocoa",0.0018528,-6.0663409
"CAN","R_NEU",2005,"Coffee",0.0001978,-0.4845319
"CAN","R_NEU",2005,"Corn",14.0435555,14.0371201
"CAN","R_NEU",2005,"Soyabean",1.746324,1.7439633
"CAN","R_NEU",2005,"Wheat",45.1361245,44.9126622
"CAN","R_NEU",2010,"Cocoa",0.0092304,-9.5782365
"CAN","R_NEU",2010,"Coffee",0.0015782,-0.1255867
"CAN","R_NEU",2010,"Corn",6.6030368,6.2779125
"CAN","R_NEU",2010,"Rice",0.0014394,0.0014394
"CAN","R_NEU",2010,"Soyabean",1.227648,1.227648
"CAN","R_NEU",2010,"Wheat",23.2051605,22.9058107
"CAN","R_NEU",2015,"Cocoa",0.0038009,-9.0332147
"CAN","R_NEU",2015,"Coffee",0.0189445,-0.8506092
"CAN","R_NEU",2015,"Corn",0,-0.670146
"CAN","R_NEU",2015,"Rice",0,-0.0073224
"CAN","R_NEU",2015,"Soyabean",0.8819544,0.8819544
"CAN","R_NEU",2015,"Wheat",14.7141685,14.4772667
"CAN","R_NEU",2020,"Cocoa",0.0122334,-12.1420814
"CAN","R_NEU",2020,"Coffee",0,-0.6838725
"CAN","R_NEU",2020,"Corn",0.3346875,0.3346875
"CAN","R_NEU",2020,"Rice",0,-0.0111493
"CAN","R_NEU",2020,"Soyabean",0.2703406,0.2703406
"CAN","R_NEU",2020,"Wheat",39.9313388,39.6865656
"CAN","R_NMC",2000,"Cocoa",0.1802233,-0.1208503
"CAN","R_NMC",2000,"Coffee",0.0512551,0.0367004
"CAN","R_NMC",2000,"Corn",322.975703,322.966233
"CAN","R_NMC",2000,"Rice",0.4219079,0.33214775
"CAN","R_NMC",2000,"Soyabean",135.3737109,135.3737109
"CAN","R_NMC",2000,"Wheat",900.8235888,900.47572305
"CAN","R_NMC",2005,"Cocoa",0.08812,-0.4918558
"CAN","R_NMC",2005,"Coffee",0.5256361,0.4316209
"CAN","R_NMC",2005,"Corn",34.6274668,34.2924576
"CAN","R_NMC",2005,"Palm_oil",0.015293,0.004656
"CAN","R_NMC",2005,"Rice",0.340931,-11.5255018
"CAN","R_NMC",2005,"Soyabean",187.2090478,187.2090478
"CAN","R_NMC",2005,"Wheat",1100.4332496,1099.5519204
"CAN","R_NMC",2010,"Cocoa",0.2229137,0.00447349999999999
"CAN","R_NMC",2010,"Coffee",0.0248537,-0.0855753
"CAN","R_NMC",2010,"Corn",388.9501372,388.9057206
"CAN","R_NMC",2010,"Rice",0.6339254,-13.7541135
