"from_iso3","to_iso3","FABLE_Item","q_initial","net_initial","trade_USD_t","adv","sdt_USD_t","dummy_q_initial"
"FIN","R_NEU","Wheat",0.0684107,-0.041744,40.9476308968996,0.102071918756303,19.9346457331059,1
"FIN","R_NMC","Cocoa",0.0122755,0.0122755,98.8851207433795,0.0894047105064,218.806176880966,1
"FIN","R_NMC","Rice",0,-0.4506435,92.1427994459206,0.0620745299136,53.7788169717019,0
"FIN","R_NMC","Wheat",33.9499354,32.3879699,91.3509252665767,0.118354426905176,29.3409242735017,1
"FIN","R_OEU","Cocoa",3.1334977,-6.2657345,37.1194778743048,0.000233333333333333,3.86719176432208,1
"FIN","R_OEU","Coffee",6.3420269,1.1341136,36.8586879577881,0.000501587301587302,11.0999338832366,1
"FIN","R_OEU","Corn",0.0626697,-12.6503151,38.6003796732528,0.00278095238095238,8.20820623097245,1
"FIN","R_OEU","Palm Oil",0,-1.3304547,63.7968286169791,0.161581551931102,131.564910471673,0
"FIN","R_OEU","Rice",0.1042685,-34.4070145,38.4043678899781,0.00074,3.21194688279365,1
"FIN","R_OEU","Soyabean",0,-15.7754034,63.7968286169791,0.000583333333333333,2.90251643260282,0
"FIN","R_OEU","Wheat",47.55165405,3.08404574999999,36.1235560522195,0.000792483660130717,1.39294852941176,1
"FIN","R_SSA","Coffee",0,-3.61880665,174.579354453364,0.191952229065934,519.119642762155,0
"FIN","R_SSA","Corn",0.0080812,-0.012461,230.372345470922,0.120778388278571,38.8286468017426,1
"FIN","R_SSA","Wheat",0.0365391,0.0365391,226.922481470884,0.178020752859729,34.0471847090488,1
"FIN","SWE","Cocoa",11.9626235,4.338237,109.199508963787,0.123711505803118,192.616925848922,1
"FIN","SWE","Coffee",0.0977662,-0.9814966,114.576898602872,0.178855232151308,378.831776403924,1
"FIN","SWE","Corn",0,-0.2094268,63.7968286169791,0.163181192772947,41.1779985343477,0
"FIN","SWE","Palm Oil",0,-3.494935,63.7968286169791,0.161581551931102,131.564910471673,0
"FIN","SWE","Rice",0.0439425,-0.5578294,115.496840038944,0.204484751838461,85.3146678830753,1
"FIN","SWE","Soyabean",0,-0.0553497,63.7968286169791,0.119913071900714,60.3238919644583,0
"FIN","SWE","Wheat",6.2336372,-1.2824746,109.913625829263,0.163111356623935,32.1318241036091,1
"FIN","TUR","Wheat",0.1497999,0.0977857,57.7407235818486,0.158353193276471,30.9263786468947,1
"FIN","USA","Cocoa",0.1573932,0.0503214,239.79028177976,0.04944533224,91.0545626774747,1
"FIN","USA","Coffee",0.0037566,0.0006591,248.916386732151,0.0176095072571429,43.2990684776778,1
"FIN","USA","Corn",0,-0.0357295,219.58181630098,0.00627635152857143,2.05835110771778,0
"FIN","USA","Rice",0,-0.2338433,219.58181630098,0.04002594818,19.3034864095512,0
"FIN","USA","Soyabean",0,-0.2221914,219.58181630098,0.01575,8.70754929780845,0
"FIN","USA","Wheat",0.2400259,-0.0233847,238.780499644561,0.0434181057411765,8.47955605125177,1
"GBR","ARG","Coffee",0.0868631,0.0868631,386.063632674412,0.158571428571429,389.902740835207,1
"GBR","ARG","Corn",0,-208.5909061,322.633886466213,0.0771428571428572,25.2992657803946,0
"GBR","ARG","Rice",0,-0.7778747,322.633886466213,0.09533333334,45.9768172444056,0
"GBR","ARG","Wheat",0.0532077,0.0449793,387.960491846215,0.150784313723529,32.04166666625,1
"GBR","AUS","Cocoa",4.6209909,4.51061855,613.599389533388,0.025,46.0379971943104,1
"GBR","AUS","Coffee",0.9817606,0.9591062,623.178144830335,0.178855232151308,378.831776403924,1
"GBR","AUS","Palm Oil",0.0152728,0.0152728,350.821917808868,0.161581551931102,131.564910471673,1
"GBR","AUS","Rice",0.1558642,-0.3805537,634.753064477045,0.204484751838461,85.3146678830753,1
"GBR","AUS","Wheat",6.2375398,1.5010966,611.76149247055,0.0288235294117647,6.125,1
"GBR","BRA","Cocoa",0.0512269,-0.0147582,293.894411254387,0.154,283.594062716952,1
"GBR","BRA","Coffee",0.1896804,-37.0317334,290.07218325344,0.122857142857143,302.086808214665,1
"GBR","BRA","Corn",0,-112.6718178,322.633886466213,0.0771428571428572,25.2992657803946,0
"GBR","BRA","Rice",0,-0.3218657,322.633886466213,0.09533333334,45.9768172444056,0
"GBR","BRA","Soyabean",0,-649.782473,322.633886466213,0.1025,56.6681779698645,0
"GBR","BRA","Wheat",0.2589305,0.2589305,289.170826437791,0.138431372547059,29.41666666625,1
"GBR","CAN","Cocoa",10.0185744,9.7576193,163.571734562729,0.22083333333,406.66897521027,1
"GBR","CAN","Coffee",0.3694427,0.1743565,169.059993317222,0.178855232151308,378.831776403924,1
"GBR","CAN","Corn",0.0558838,-0.1007849,172.283409967621,0.163181192772947,41.1779985343477,1
"GBR","CAN","Rice",0.1350462,-0.4118766,170.76996707398,0.204484751838461,85.3146678830753,1
"GBR","CAN","Soyabean",0,-174.787433,219.58181630098,0.119913071900714,60.3238919644583,0
"GBR","CAN","Wheat",2.4619136,-484.8926629,165.883652884672,0.108888888888235,23.13888888875,1
"GBR","CHN","Cocoa",0.8976566,0.2508187,269.881181020903,0.099,182.310468889469,1
"GBR","CHN","Coffee",0.0732105,-2.1799477,276.731100729875,0.117142857142857,288.036258995378,1
"GBR","CHN","Corn",0.0775636,0.0458315,276.571308681425,0.4,131.181378120565,1
"GBR","CHN","Palm Oil",0,-0.079536,350.821917808868,0.0875,73.66625,0
"GBR","CHN","Rice",0,-0.1839903,350.821917808868,0.46666666666,225.061343135479,0
"GBR","CHN","Soyabean",0,-2.4527907,350.821917808868,0.09375,51.8306505821931,0
"GBR","CHN","Wheat",10.9355486,10.5838117,263.21782642449,0.24,51,1
"GBR","COL","Cocoa",0,-0.0250487,322.633886466213,0.0375,69.0569957914656,0
"GBR","COL","Coffee",0.0363257,-14.3094401,272.463689227113,0.0214285714285714,52.6895595723253,1
"GBR","COL","Corn",0,-0.0049845,322.633886466213,0.154081632657143,50.5316022875764,0
"GBR","COL","Palm Oil",0,-1.6632809,322.633886466213,0.125,105.2375,0
"GBR","COL","Wheat",0.0682587,0.0338539,270.750453402018,0.0176470588235294,3.75,1
"GBR","DEU","Cocoa",12.6920494,-46.9686457,157.327622959613,0.123711505803118,192.616925848922,1
"GBR","DEU","Coffee",12.914437,-14.0078239,157.30029741948,0.178855232151308,378.831776403924,1
"GBR","DEU","Corn",0.2907616,-20.9600582,163.382270862458,0.163181192772947,41.1779985343477,1
"GBR","DEU","Palm Oil",1.295795,-5.7906127,63.7968286169791,0.161581551931102,131.564910471673,1
"GBR","DEU","Rice",6.0619069,4.6451185,158.494503576355,0.204484751838461,85.3146678830753,1
"GBR","DEU","Soyabean",0.0193001,0.0058849,167.874488711247,0.119913071900714,60.3238919644583,1
"GBR","DEU","Wheat",7.7440073,-285.923197,158.10683355031,0.163111356623935,32.1318241036091,1
"GBR","DNK","Cocoa",1.7856707,1.0100707,188.877220919927,0.123711505803118,192.616925848922,1
"GBR","DNK","Coffee",0.4081641,0.1613368,191.68549457403,0.178855232151308,378.831776403924,1
"GBR","DNK","Corn",0.0518886,0.0518886,195.680197596122,0.163181192772947,41.1779985343477,1
"GBR","DNK","Palm Oil",0,-0.53666385,63.7968286169791,0.161581551931102,131.564910471673,0
"GBR","DNK","Rice",1.2310391,1.1066095,189.581030360524,0.204484751838461,85.3146678830753,1
"GBR","DNK","Soyabean",0.0183295,-3.1481139,197.727052122442,0.119913071900714,60.3238919644583,1
"GBR","DNK","Wheat",3.8526145,-6.311848,187.430404401486,0.163111356623935,32.1318241036091,1
"GBR","ETH","Cocoa",0.0035379,0.0035379,183.499305347149,0.275,506.417969137415,1
"GBR","ETH","Coffee",0,-2.4570321,174.579354453364,0.257142857142857,632.274714867904,0
"GBR","ETH","Wheat",0.0234278,0.0234278,180.063034581586,0.240196078429412,51.04166666625,1
"GBR","FIN","Cocoa",0.8222862,0.7270771,39.3473268598734,0.123711505803118,192.616925848922,1
"GBR","FIN","Coffee",0.1145524,0.1145524,40.1305785730858,0.178855232151308,378.831776403924,1
"GBR","FIN","Corn",0.0127554,0.0127554,41.0212152555925,0.163181192772947,41.1779985343477,1
"GBR","FIN","Palm Oil",0.0264125,0.0264125,63.7968286169791,0.161581551931102,131.564910471673,1
"GBR","FIN","Rice",0.6014059,0.6014059,39.4706052677489,0.204484751838461,85.3146678830753,1
"GBR","FIN","Wheat",2.3708806,1.6532328,38.9328652118139,0.163111356623935,32.1318241036091,1
"GBR","GRC","Cocoa",0.9357857,-4.738924,56.8660858273889,0.123711505803118,192.616925848922,1
"GBR","GRC","Coffee",1.255456,1.0302748,56.699220108157,0.178855232151308,378.831776403924,1
"GBR","GRC","Corn",0.0438555,0.0438555,58.6333704361586,0.163181192772947,41.1779985343477,1
"GBR","GRC","Rice",0.1703475,-4.2928388,57.8431242958357,0.204484751838461,85.3146678830753,1
"GBR","GRC","Soyabean",0.0949336,0.0949336,58.1823020646066,0.119913071900714,60.3238919644583,1
"GBR","GRC","Wheat",0.8482352,-15.198428,56.9219719976663,0.163111356623935,32.1318241036091,1
"GBR","IDN","Cocoa",0,-0.0697294,350.821917808868,0.1225,225.586186252121,0
"GBR","IDN","Coffee",0,-20.1901046,350.821917808868,0.157142857142857,386.390103530386,0
"GBR","IDN","Palm Oil",0,-72.6837638,350.821917808868,0.0138888889,11.69305556491,0
"GBR","IDN","Wheat",0.6712474,-0.5492174,405.383590788716,0.115098039217647,24.45833333375,1
"GBR","IND","Cocoa",0.7899229,0.7876038,222.709897311302,0.3,552.455966331725,1
"GBR","IND","Coffee",0.0602369,-1.8887532,228.516065836633,0.7,1721.19227936263,1
"GBR","IND","Corn",0,-0.1329265,350.821917808868,0.371428571428571,121.811279683381,0
"GBR","IND","Rice",0,-222.7060527,350.821917808868,0.68,327.946528573526,0
"GBR","IND","Soyabean",0,-0.0668073,350.821917808868,0.3375,186.590342095895,0
"GBR","IND","Wheat",0.4795432,-2.5976913,223.824223937816,0.311764705882353,66.25,1
"GBR","IRL","Cocoa",35.4679709,-12.6017397,NA,0,0,1
"GBR","IRL","Coffee",5.0142604,2.4416401,NA,0,0,1
"GBR","IRL","Corn",122.919017,75.5549386,NA,0,0,1
"GBR","IRL","Palm Oil",5.973716,5.9054276,NA,0,0,1
"GBR","IRL","Rice",15.4582136,15.3270324,NA,0,0,1
"GBR","IRL","Soyabean",18.9499407,13.5982654,NA,0,0,1
"GBR","IRL","Wheat",129.0968803,109.2126941,NA,0,0,1
"GBR","MEX","Cocoa",0.0271814,0.0031445,287.566167400157,0.11505229327,211.87108619053,1
"GBR","MEX","Coffee",0.4829441,-0.8463864,279.40973850372,0.314285714285714,772.780207060771,1
"GBR","MEX","Corn",0,-0.2689571,322.633886466213,0.0557142857142857,18.2716919525072,0
"GBR","MEX","Wheat",0.2716271,0.2650762,281.022295245506,0.117610137252941,24.99215416625,1
"GBR","NOR","Cocoa",0.9024285,0.7615159,21.0424180013447,0.01908483272,35.1450990086897,1
"GBR","NOR","Coffee",0.2728816,0.2681279,21.2956072679841,0.178855232151308,378.831776403924,1
"GBR","NOR","Rice",0.0717659,0.0717659,21.5819454330281,0.22299244888,107.543528688685,1
"GBR","NOR","Wheat",30.7678696,30.7622563,20.3127534513077,0.320933052394118,68.19827363375,1
"GBR","NPL","Corn",0,-0.0127791,350.821917808868,0.1,32.7953445301411,0
"GBR","NPL","Soyabean",0,-0.018902,350.821917808868,0.1125,62.1967806986318,0
"GBR","NPL","Wheat",0.1092687,-0.0653618,228.621881913252,0.188235294117647,40,1
"GBR","RUS","Cocoa",0.265395,-0.4394103,81.4038118346913,0.04010372644,73.8518098130445,1
"GBR","RUS","Coffee",4.389637,4.389637,79.1515425453326,0.0680952381,167.435711541543,1
"GBR","RUS","Corn",0.0586562,-32.4659298,82.6419450003612,0.0708571428571429,23.2378441242143,1
"GBR","RUS","Soyabean",0.448551,0.448551,80.977721148969,0.0325,17.9679588684936,1
"GBR","RUS","Wheat",0.5622147,-16.2388668,80.7950301116652,0.106843348717647,22.7042116025,1
"GBR","RWA","Coffee",0,-0.8655911,174.579354453364,0.228571428571429,562.02196877147,0
"GBR","RWA","Wheat",0.0340204,0.0318652,206.855581056309,0.201470588235294,42.8125,1
"GBR","R_ASP","Cocoa",3.4839221,2.7986965,389.767674360897,0.131204542143889,265.385329965223,1
"GBR","R_ASP","Coffee",1.9401739,-26.1031324,392.055991780264,0.207495201473809,540.210462022457,1
"GBR","R_ASP","Corn",3.7611686,3.0934183,389.469339558885,0.124880365754762,49.1459354397295,1
"GBR","R_ASP","Palm Oil",0.0733494,-156.981972,350.821917808868,0.204166666666667,243.800208333333,1
"GBR","R_ASP","Rice",0.0261169,-96.8443983,409.314647060382,0.691927423665555,374.808327988556,1
"GBR","R_ASP","Soyabean",0,-6.8258928,350.821917808868,0.172767361111111,113.698018701569,0
"GBR","R_ASP","Wheat",11.42838945,3.76296365,385.164854529871,0.173451780884641,39.7080038677344,1
"GBR","R_CSA","Cocoa",1.05773075,0.78298665,274.95628021981,0.0986599206352381,180.454455558818,1
"GBR","R_CSA","Coffee",1.1762973,-22.9183928,274.664305819438,0.121089002267347,326.883616952573,1
"GBR","R_CSA","Corn",0,-0.0115139,322.633886466213,0.0587210884353741,22.4674138082681,0
"GBR","R_CSA","Palm Oil",0,-4.5133056,322.633886466213,0.149150793652381,133.495117949797,0
"GBR","R_CSA","Rice",0,-68.796608,322.633886466213,0.189766666666667,99.8525311176436,0
"GBR","R_CSA","Wheat",1.9990729,1.7835922,273.211583705866,0.0984499577602241,20.9206160240476,1
"GBR","R_NEU","Cocoa",1.10559215,-11.04378105,38.1357086544814,0.0363413132428571,93.692551518284,1
"GBR","R_NEU","Coffee",1.2857645,-3.0025849,38.0781776951929,0.027948761877551,120.262982903463,1
"GBR","R_NEU","Corn",0.0135663,-6.0604535,39.8513608511424,0.0635212663938775,29.1648254292932,1
"GBR","R_NEU","Palm Oil",0.0738291,0.0738291,50.5214738386901,0.155862015821429,229.635404460106,1
"GBR","R_NEU","Rice",0.7648138,0.7648138,38.2764994967731,0.07834384938,52.8965159043551,1
"GBR","R_NEU","Soyabean",0.06294,0.06294,39.2444731496336,0.0182008087964286,17.6093822060986,1
"GBR","R_NEU","Wheat",3.89751095,-13.54500035,37.6582294349696,0.102071918756303,21.6902827357143,1
"GBR","R_NMC","Cocoa",11.29949775,9.58792625,113.545328118356,0.0894047105064,218.806176880966,1
"GBR","R_NMC","Coffee",2.72889555,2.38508475,115.17016576497,0.0686600000011428,268.436579180871,1
"GBR","R_NMC","Corn",1320.0173415,1317.6211445,108.266491870955,0.0618076190474286,32.0267733605987,1
"GBR","R_NMC","Rice",0.7989655,-121.2175244,116.593564775285,0.0620745299136,53.7788169717019,1
"GBR","R_NMC","Soyabean",47.1745823,47.0505953,111.934195034241,0.055925,51.9248881287062,1
"GBR","R_NMC","Wheat",115.66104105,114.32427825,110.934847344081,0.118354426905176,31.9249688075735,1
"GBR","R_OEU","Cocoa",83.3215987,-233.928516,29.6653493844021,0.000233333333333333,3.86719176432208,1
"GBR","R_OEU","Coffee",31.15464775,-30.5037138,29.9586207421791,0.000501587301587302,11.0999338832366,1
"GBR","R_OEU","Corn",11.5269831,-1154.31263355,30.2579769005805,0.00278095238095238,8.20820623097245,1
"GBR","R_OEU","Palm Oil",6.94647065,-43.53274335,63.7968286169791,0.161581551931102,131.564910471673,1
"GBR","R_OEU","Rice",26.38451755,-173.45933965,30.0084491854808,0.00074,3.21194688279365,1
"GBR","R_OEU","Soyabean",2.7726069,-22.5983533,30.6922099665017,0.000583333333333333,2.90251643260282,1
"GBR","R_OEU","Wheat",392.84712395,-138.30622745,29.2088734959022,0.000792483660130717,1.515625,1
"GBR","R_SSA","Cocoa",0.8828959,-67.4476907,188.48651515848,0.212134615384615,381.780554915,1
"GBR","R_SSA","Coffee",0.4136505,-1.9434424,189.921024564985,0.191952229065934,519.119642762155,1
"GBR","R_SSA","Corn",0.1910043,-2.6254256,191.394277470875,0.120778388278571,38.8286468017426,1
"GBR","R_SSA","Palm Oil",1.6327465,0.3937029,174.579354453364,0.161025641030769,135.358811110176,1
"GBR","R_SSA","Rice",2.419235,2.3099111,186.596115916911,0.149801282051538,76.2969435964059,1
"GBR","R_SSA","Wheat",22.28999665,21.1926547,182.498071701682,0.178020752859729,37.04570788875,1
"GBR","SWE","Cocoa",4.7039922,0.7126888,24.5995367141729,0.123711505803118,192.616925848922,1
"GBR","SWE","Coffee",0.9226677,0.3397356,25.003519296926,0.178855232151308,378.831776403924,1
"GBR","SWE","Corn",0.3074546,0.3074546,25.2798087499031,0.163181192772947,41.1779985343477,1
"GBR","SWE","Palm Oil",0.195463,0.0588344,63.7968286169791,0.161581551931102,131.564910471673,1
"GBR","SWE","Rice",1.1477469,1.0961028,24.9489994077619,0.204484751838461,85.3146678830753,1
"GBR","SWE","Soyabean",0.1607067,0.1607067,25.4443437471151,0.119913071900714,60.3238919644583,1
"GBR","SWE","Wheat",3.7252526,-1.6228975,24.6569887336644,0.163111356623935,32.1318241036091,1
"GBR","TUR","Cocoa",0.2685688,-1.0924761,70.5317589930753,0.00698283358,12.8590269105751,1
"GBR","TUR","Coffee",0.5844242,0.5697469,69.9854869212822,0.0638501300428571,156.997644094379,1
"GBR","TUR","Corn",0,-0.1486696,50.5214738386901,0.270714285714286,88.7816826923106,0
"GBR","TUR","Rice",0,-0.1114352,50.5214738386901,0.3926,189.340892820539,0
"GBR","TUR","Wheat",0.41433865,-2.12997965,70.2266118515777,0.158353193276471,33.65005357125,1
"GBR","USA","Cocoa",4.2935959,-3.2928198,202.318036071675,0.04944533224,91.0545626774747,1
"GBR","USA","Coffee",0.3630255,-0.3389453,207.378362535377,0.0176095072571429,43.2990684776778,1
"GBR","USA","Corn",0.216679,-17.0134204,208.451317335324,0.00627635152857143,2.05835110771778,1
"GBR","USA","Palm Oil",0,-0.107046,219.58181630098,0.161581551931102,131.564910471673,0
"GBR","USA","Rice",0.3555549,-29.3323416,207.421488056241,0.04002594818,19.3034864095512,1
"GBR","USA","Soyabean",0,-150.2814375,219.58181630098,0.01575,8.70754929780845,0
"GBR","USA","Wheat",15.9464899,6.2753737,199.680732547953,0.0434181057411765,9.22634747,1
"GRC","ARG","Corn",0,-2.475756,322.633886466213,0.0771428571428572,18.738,0
"GRC","AUS","Cocoa",0.0692712,0.0692712,555.813253704431,0.025,46.0379971943104,1
"GRC","AUS","Wheat",0.32543695,0.32543695,547.280226405472,0.0288235294117647,7.26352941176471,1
"GRC","BRA","Cocoa",0,-0.0058527,322.633886466213,0.154,283.594062716952,0
"GRC","BRA","Coffee",0,-31.7418558,322.633886466213,0.122857142857143,302.086808214665,0
"GRC","BRA","Rice",0,-0.0299979,322.633886466213,0.09533333334,27.284400001908,0
"GRC","BRA","Soyabean",0,-106.170167,322.633886466213,0.1025,56.6681779698645,0
"GRC","BRA","Wheat",0.0873667,0.0731135,316.513816880708,0.138431372547059,34.8847058818588,1
"GRC","CAN","Cocoa",0.0504111,0.0504111,267.020889305275,0.22083333333,406.66897521027,1
"GRC","CAN","Coffee",0.0230439,0.0230439,269.119359123666,0.178855232151308,378.831776403924,1
"GRC","CAN","Soyabean",0,-18.583832,219.58181630098,0.119913071900714,60.3238919644583,0
"GRC","CAN","Wheat",1.0563315,0.5908335,259.0195218955,0.108888888888235,27.4399999998353,1
"GRC","CHN","Cocoa",0.0269689,0.0269689,254.385075442836,0.099,182.310468889469,1
"GRC","CHN","Coffee",0.0038772,-0.2605358,259.36721474647,0.117142857142857,288.036258995378,1
"GRC","CHN","Soyabean",0,-0.0594586,350.821917808868,0.09375,51.8306505821931,0
"GRC","CHN","Wheat",1.426827,1.3804186,244.487436654327,0.24,60.48,1
"GRC","COL","Coffee",0,-1.627277,322.633886466213,0.0214285714285714,52.6895595723253,0
"GRC","COL","Wheat",0.0117763,0.0117763,358.356497869971,0.0176470588235294,4.44705882352941,1
"GRC","DEU","Cocoa",0.1162971,-4.6697213,39.0137193736055,0.123711505803118,192.616925848922,1
"GRC","DEU","Coffee",0.1520492,-1.1194344,38.9092807861963,0.178855232151308,378.831776403924,1
"GRC","DEU","Corn",0.0166605,-0.0965905,39.7792109480017,0.163181192772947,41.1779985343477,1
"GRC","DEU","Palm Oil",0,-0.0214753,63.7968286169791,0.161581551931102,131.564910471673,0
"GRC","DEU","Rice",0.8806523,0.4006376,38.2318223826736,0.204484751838461,85.3146678830753,1
"GRC","DEU","Soyabean",0,-0.0449885,63.7968286169791,0.119913071900714,60.3238919644583,0
"GRC","DEU","Wheat",16.8688266,1.2724534,37.1195066867348,0.163111356623935,32.1318241036091,1
"GRC","DNK","Cocoa",0.0598273,0.0598273,48.5630401401943,0.123711505803118,192.616925848922,1
"GRC","DNK","Wheat",0.2966338,-0.4893567,47.7917192773759,0.163111356623935,32.1318241036091,1
"GRC","FIN","Cocoa",0.0416771,0.0101342,60.5388350618158,0.123711505803118,192.616925848922,1
"GRC","FIN","Corn",0,-0.1583775,63.7968286169791,0.163181192772947,41.1779985343477,0
"GRC","FIN","Rice",0.1031864,0.1031864,59.9924792488311,0.204484751838461,85.3146678830753,1
"GRC","FIN","Wheat",0.089378,0.089378,60.0787278796856,0.163111356623935,32.1318241036091,1
"GRC","GBR","Cocoa",5.6747097,4.738924,55.8503197349585,0.123711505803118,192.616925848922,1
"GRC","GBR","Coffee",0.2251812,-1.0302748,57.6819294377139,0.178855232151308,378.831776403924,1
"GRC","GBR","Corn",0,-0.0438555,63.7968286169791,0.163181192772947,41.1779985343477,0
"GRC","GBR","Rice",4.4631863,4.2928388,55.984609084578,0.204484751838461,85.3146678830753,1
"GRC","GBR","Soyabean",0,-0.0949336,63.7968286169791,0.119913071900714,60.3238919644583,0
"GRC","GBR","Wheat",16.0466632,15.198428,55.2727729291583,0.163111356623935,32.1318241036091,1
"GRC","IDN","Cocoa",0,-0.3262712,350.821917808868,0.1225,225.586186252121,0
"GRC","IDN","Coffee",0,-1.9758,350.821917808868,0.157142857142857,386.390103530386,0
"GRC","IDN","Palm Oil",0,-64.761247,350.821917808868,0.0138888889,11.69305556491,0
"GRC","IND","Coffee",0,-4.2184446,350.821917808868,0.7,1721.19227936263,0
"GRC","IND","Rice",0,-1.9776025,350.821917808868,0.68,194.616,0
"GRC","IND","Wheat",0.0533724,0.0328932,156.067796300773,0.311764705882353,78.5647058823529,1
"GRC","IRL","Cocoa",0.0119383,0.0081058,NA,0,0,1
"GRC","IRL","Wheat",0,-0.1390117,NA,0,0,0
"GRC","MEX","Coffee",0,-0.0371062,322.633886466213,0.314285714285714,772.780207060771,0
"GRC","MEX","Wheat",0.0151338,0.0151338,394.510728967883,0.117610137252941,29.6377545877412,1
"GRC","NOR","Cocoa",0.0438561,0.0438561,63.9034198337622,0.01908483272,35.1450990086897,1
"GRC","NOR","Wheat",0.0876911,0.0876911,63.4621593520849,0.320933052394118,80.8751292033176,1
"GRC","RUS","Cocoa",0.0561879,-0.0212454,69.5428051307374,0.04010372644,73.8518098130445,1
"GRC","RUS","Coffee",0.0184498,0.0184498,70.3215955631018,0.0680952381,167.435711541543,1
"GRC","RUS","Corn",0,-15.2398048,50.5214738386901,0.0708571428571429,17.2112,0
"GRC","RUS","Wheat",0.0772828,-147.3229024,69.3214764899039,0.106843348717647,26.9245238768471,1
"GRC","R_ASP","Cocoa",0.31784245,0.29170695,365.165136281146,0.131204542143889,265.385329965223,1
"GRC","R_ASP","Coffee",0.0170373,-7.4345807,376.008288508082,0.207495201473809,540.210462022457,1
"GRC","R_ASP","Palm Oil",0,-12.0343563,350.821917808868,0.204166666666667,243.800208333333,0
"GRC","R_ASP","Rice",0,-12.2523025,350.821917808868,0.691927423665555,222.425582234717,0
"GRC","R_ASP","Soyabean",0,-0.022402,350.821917808868,0.172767361111111,113.698018701569,0
"GRC","R_ASP","Wheat",3.75271575,3.54601175,356.260743052224,0.173451780884641,47.0890210572662,1
"GRC","R_CSA","Cocoa",0.0380425,0.0380425,358.252059895258,0.0986599206352381,180.454455558818,1
"GRC","R_CSA","Coffee",0,-1.7085243,322.633886466213,0.121089002267347,326.883616952573,0
"GRC","R_CSA","Rice",0,-0.7005732,322.633886466213,0.189766666666667,59.2563070587113,0
"GRC","R_CSA","Wheat",0.4360404,0.4360404,349.619879993954,0.0984499577602241,24.8093893555765,1
"GRC","R_NEU","Cocoa",0.9909414,0.35098885,29.0548427258171,0.0363413132428571,93.692551518284,1
"GRC","R_NEU","Coffee",0.3433719,-0.1335041,29.3644155365064,0.027948761877551,120.262982903463,1
"GRC","R_NEU","Corn",2.1364815,-60.0419302,28.8324811855442,0.0635212663938775,21.601041849902,1
"GRC","R_NEU","Palm Oil",0.170749,0.170749,50.5214738386901,0.155862015821429,229.635404460106,1
"GRC","R_NEU","Rice",6.4898133,6.4898133,28.5139042325666,0.07834384938,31.3908135695784,1
"GRC","R_NEU","Wheat",8.5830684,-28.7841041,28.4343027330602,0.102071918756303,25.7221235265882,1
"GRC","R_NMC","Cocoa",3.1068163,3.1068163,58.9041016821368,0.0894047105064,218.806176880966,1
"GRC","R_NMC","Coffee",0.033276,-0.08934,61.6378358276671,0.0686600000011428,268.436579180871,1
"GRC","R_NMC","Corn",0,-0.1377262,92.1427994459206,0.0618076190474286,23.7207547618221,0
"GRC","R_NMC","Rice",4.9260274,2.780257,58.6332172186548,0.0620745299136,31.9144047332649,1
"GRC","R_NMC","Soyabean",10.411955,10.411955,58.1960314744892,0.055925,51.9248881287062,1
"GRC","R_NMC","Wheat",65.88896885,65.83939255,57.1321497424871,0.118354426905176,37.859257127099,1
"GRC","R_OEU","Cocoa",4.57645055,-26.81578345,31.2462055695525,0.000233333333333333,3.86719176432208,1
"GRC","R_OEU","Coffee",2.16056895,-20.51765305,31.481606927369,0.000501587301587302,11.0999338832366,1
"GRC","R_OEU","Corn",9.1943438,-291.86667335,31.0289704651088,0.00278095238095238,6.07944,1
"GRC","R_OEU","Palm Oil",9.974806,7.4468202,63.7968286169791,0.161581551931102,131.564910471673,1
"GRC","R_OEU","Rice",38.7433441,29.27589695,30.5858533844314,0.00074,1.906092,1
"GRC","R_OEU","Soyabean",0.5667468,-118.1621627,31.9057297765092,0.000583333333333333,2.90251643260282,1
"GRC","R_OEU","Wheat",190.6883953,-433.45689485,30.1022758203423,0.000792483660130717,1.79735294117647,1
"GRC","R_SSA","Cocoa",0.6724368,-0.9862171,140.847768410316,0.212134615384615,381.780554915,1
"GRC","R_SSA","Coffee",0.0065203,-0.9431871,147.531177730393,0.191952229065934,519.119642762155,1
"GRC","R_SSA","Wheat",0.316164,0.316164,141.914692650867,0.178020752859729,43.9318512374823,1
"GRC","SWE","Cocoa",0.0359572,0.000673900000000005,54.9307038438583,0.123711505803118,192.616925848922,1
"GRC","SWE","Coffee",0.0069273,0.0069273,55.8428252650713,0.178855232151308,378.831776403924,1
"GRC","SWE","Palm Oil",0,-0.13441,63.7968286169791,0.161581551931102,131.564910471673,0
"GRC","SWE","Rice",0.5184442,0.5184442,53.484261343488,0.204484751838461,85.3146678830753,1
"GRC","SWE","Wheat",0.4075625,0.0758694,53.6131198375214,0.163111356623935,32.1318241036091,1
"GRC","TUR","Cocoa",0.1251004,-0.0084272,156.505841048393,0.00698283358,12.8590269105751,1
"GRC","TUR","Coffee",0.0100447,0.0100447,160.503226810066,0.0638501300428571,156.997644094379,1
"GRC","TUR","Corn",0.0705096,0.000210299999999997,157.405772551713,0.270714285714286,65.7565,1
"GRC","TUR","Palm Oil",0,-2.29943,50.5214738386901,0.2025,170.48475,0
"GRC","TUR","Rice",37.5492036,37.4393174,147.828146080565,0.3926,112.36212,1
"GRC","TUR","Wheat",6.1963099,4.989588,150.515701290902,0.158353193276471,39.9050047056706,1
